id,avr_age,avr_household_size,avr_education_level,avr_num_cars,avr_health,rented_percent,unemployment_percent,internet_percent,single_percent,married_percent,separated_percent,divorced_percent,widow_percent
267123023,40.02811245,2.524752475,3.038461538,1.03960396,4.385542169,6.930693069,15.34391534,71,53.41365462,33.33333333,4.819277108,2.81124498,5.62248996
267016001,35.67365967,3.320610687,3.597701149,1.983739837,4.509433962,4.87804878,12.46105919,72.95081967,49.41724942,44.98834499,1.398601399,0.233100233,3.962703963
267016002,35.88235294,3.324324324,4.295302013,1.905405405,4.596638655,1.351351351,10.40462428,83.78378378,47.4789916,43.69747899,3.361344538,0,5.462184874
267002034,38.51666667,3.088607595,3.871794872,1.730769231,4.530172414,3.896103896,8.108108108,78.94736842,47.08333333,48.33333333,0.833333333,1.25,2.5
267002029,24.67800454,3.512,3.93373494,1.112,4.510344828,20.8,21.81069959,81.30081301,67.12018141,26.98412698,2.267573696,1.587301587,2.040816327
267002044,25.13953488,3.136363636,4.496855346,1.109090909,4.419161677,29.35779817,24.15458937,81.9047619,64.24418605,30.23255814,1.453488372,3.488372093,0.581395349
267002030,25.05882353,3.441176471,4.726872247,1.558823529,4.68988764,23.52941176,8.680555556,94.11764706,55.55555556,36.81917211,3.703703704,2.832244009,1.089324619
267002015,24.43733333,2.861538462,3.973509934,0.969230769,4.580555556,4.6875,19.45701357,81.25,70.4,21.33333333,2.933333333,3.466666667,1.866666667
267002017,23.50530035,2.958762887,4.674242424,1.391752577,4.685920578,20.6185567,14.04494382,91.75257732,62.54416961,32.86219081,2.473498233,1.766784452,0.35335689
267002018,24.67355372,2.928571429,4.530769231,1.404761905,4.579831933,14.81481481,10.8974359,82.92682927,66.52892562,29.75206612,1.652892562,1.652892562,0.41322314
267002007,22.14421252,2.977653631,4.18,1.05027933,4.587548638,8.426966292,22.87822878,83.8150289,71.91650854,21.63187856,3.605313093,2.277039848,0.569259962
267002016,22.97482838,2.913333333,4.373563218,1.14,4.563380282,1.379310345,19.4214876,89.51048951,71.39588101,23.798627,2.517162471,1.830663616,0.457665904
267002014,26.06349206,2.3875,5.089285714,1.1875,4.60989011,27.27272727,13.86861314,80.26315789,67.1957672,28.04232804,2.645502646,1.058201058,1.058201058
267002033,31.42060086,3.178082192,4.125,1.767123288,4.600858369,10.95890411,15.88235294,93.15068493,54.93562232,41.63090129,2.145922747,0.429184549,0.858369099
267002012,23.52536232,3.26744186,4.621621622,1.302325581,4.590405904,31.76470588,19.10828025,89.41176471,60.14492754,33.33333333,2.173913043,3.623188406,0.724637681
267002008,25.53636364,2.551724138,4.983193277,1.218390805,4.643518519,25.28735632,18.62068966,90.8045977,60,33.18181818,3.181818182,2.272727273,1.363636364
267003013,36.65625,1.85483871,4.781609195,0.540983607,4.4,80,33.33333333,69.49152542,57.03125,31.25,6.25,4.6875,0.78125
267003018,37.67045455,2.760416667,2.174863388,0.833333333,4.346153846,12.5,19.14893617,59.57446809,48.86363636,40.90909091,5.303030303,0.757575758,4.166666667
267002010,24.29559748,2.872727273,5.522875817,1.181818182,4.659163987,27.52293578,16.08040201,86.23853211,61.32075472,34.59119497,2.51572327,1.257861635,0.314465409
267003019,44.91056911,2.541666667,2.321243523,0.791666667,4.236734694,6.25,17.89473684,55.78947368,40.6504065,45.93495935,4.471544715,2.845528455,6.097560976
267003003,30.44597701,3.06993007,3.674897119,1.146853147,4.587006961,17.6056338,11.14982578,81.11888112,54.25287356,37.93103448,3.67816092,2.068965517,2.068965517
267002032,26.52509653,2.736842105,4.28057554,1.221052632,4.565217391,27.36842105,19.41176471,91.30434783,57.52895753,38.61003861,2.316602317,0.386100386,1.158301158
267002013,22.69758065,3.166666667,5.042372881,1.282051282,4.682008368,23.68421053,19.31034483,89.33333333,66.53225806,30.24193548,1.209677419,1.209677419,0.806451613
267002024,23.30618893,3.301075269,4.375886525,1.322580645,4.627118644,24.17582418,13.44086022,87.77777778,64.16938111,32.247557,1.954397394,0.977198697,0.651465798
267002031,24.40463918,2.802919708,4.365853659,1.262773723,4.560723514,24.26470588,15.06276151,84.67153285,63.1443299,30.92783505,2.577319588,2.577319588,0.773195876
267002023,24.61781609,2.524822695,5.033898305,1.141843972,4.511695906,47.5177305,16.17021277,86.42857143,64.94252874,30.74712644,2.298850575,1.436781609,0.574712644
267002011,24.88669951,2.525,4.721649485,1,4.659898477,43.58974359,18.32061069,79.22077922,62.56157635,31.5270936,2.463054187,2.463054187,0.985221675
267002026,23.48717949,2.872727273,4.986111111,1.327272727,4.619354839,20,15.38461538,87.27272727,67.94871795,25.64102564,3.846153846,0.641025641,1.923076923
267002021,22.28244275,3.259259259,4.831858407,1.209876543,4.698795181,35.44303797,20.40816327,89.87341772,64.1221374,33.96946565,0.763358779,0.763358779,0.381679389
267002028,26.0201005,2.329411765,4.487179487,1.2,4.592964824,15.29411765,9.090909091,80,68.34170854,25.6281407,2.512562814,2.010050251,1.507537688
267002009,26.47202797,2.240310078,4.709459459,1.031007752,4.535971223,43.75,22.72727273,77.34375,63.63636364,29.02097902,4.195804196,2.797202797,0.34965035
267002019,25.05882353,2.230769231,4.571428571,0.992307692,4.565371025,50.39370079,22.72727273,72.65625,61.93771626,29.75778547,4.844290657,2.076124567,1.384083045
267003011,35.9468599,1.922330097,3.801587302,0.786407767,4.333333333,47.52475248,19.23076923,69.3877551,59.90338164,27.53623188,3.8647343,4.830917874,3.8647343
267002027,21.87058824,2.806629834,4.798122066,1.033149171,4.611881188,50.82872928,21.79487179,84.44444444,69.80392157,23.1372549,4.31372549,2.352941176,0.392156863
267003008,27.7979798,2.362204724,4.436708861,0.921259843,4.475177305,46.4,20.5,75.80645161,59.5959596,31.98653199,5.387205387,0.336700337,2.693602694
267003007,47.68571429,2.285714286,4.171428571,1.355263158,4.417142857,15.78947368,9.210526316,73.68421053,34.85714286,52.57142857,3.428571429,3.428571429,5.714285714
267002002,31.79478827,3.05,4.494736842,1.727272727,4.617647059,8.080808081,7.943925234,85.71428571,51.14006515,44.62540717,1.628664495,0.325732899,2.280130293
267003005,25.70951157,2.96969697,4.404040404,1.333333333,4.600529101,19.37984496,14.04958678,83.72093023,59.89717224,33.16195373,3.856041131,1.799485861,1.285347044
267003004,22.50671141,3.772151899,4.352517986,1.506329114,4.688356164,23.07692308,18.18181818,88.60759494,60.73825503,37.58389262,1.006711409,0,0.67114094
267003002,25.62619048,3.229007634,3.912195122,1.244274809,4.644067797,20.93023256,16.06425703,88.28125,58.57142857,35.95238095,3.095238095,1.666666667,0.714285714
267002004,22.62413793,3.21978022,4.740458015,1.142857143,4.610526316,32.22222222,22.80701754,80.68181818,62.75862069,33.44827586,2.75862069,0.689655172,0.344827586
267002003,23.40133779,2.913461538,4.617647059,1.028846154,4.619377163,39.80582524,21.8579235,83.33333333,63.87959866,31.77257525,3.344481605,0.334448161,0.668896321
267002006,24.76357827,2.72173913,4.963636364,1.156521739,4.559210526,27.19298246,18.18181818,93.69369369,57.82747604,36.42172524,2.875399361,2.236421725,0.638977636
267003025,38.6609589,2.28125,3.463855422,0.9609375,4.268551237,36.36363636,19.32773109,65.54621849,53.08219178,32.53424658,5.136986301,4.109589041,5.136986301
